bundle,metrics,n_streamlines,vol_mm3,mean,std,median,IQR
lh_MOF-MOF_0,RDI,1037,3792.0,0.561748,0.037409,0.555487,0.048029
lh_MT-MT_1,QA,274,2728.0,0.140281,0.052989,0.123064,0.094655
lh_MT-MT_1,QIR,274,2728.0,0.21174,0.104399,0.168225,0.194272
lh_MT-MT_1,FA,274,2728.0,0.265908,0.110914,0.253019,0.18435
lh_MT-MT_1,AD,274,2728.0,0.001037,0.000123,0.001022,7.5e-05
lh_MT-MT_1,RD,274,2728.0,0.688006,0.192812,0.656689,0.191803
lh_MT-MT_1,MD,274,2728.0,0.000834,0.000158,0.000787,0.000121
lh_MT-MT_1,ISO,274,2728.0,0.752915,0.069253,0.754993,0.125668
lh_MT-MT_1,RDI,274,2728.0,0.471115,0.027279,0.468627,0.043308
lh_MT-MT_2,QA,420,2920.0,0.200608,0.03855,0.207855,0.05006
lh_MT-MT_2,QIR,420,2920.0,0.31222,0.085215,0.321292,0.125199
lh_MT-MT_2,FA,420,2920.0,0.368962,0.080902,0.383862,0.126216
lh_MT-MT_2,AD,420,2920.0,0.001047,6.6e-05,0.001059,7.8e-05
lh_MT-MT_2,RD,420,2920.0,0.58979,0.077274,0.579928,0.105826
lh_MT-MT_2,MD,420,2920.0,0.000771,5.1e-05,0.000753,5.3e-05
lh_MT-MT_2,ISO,420,2920.0,0.70926,0.087823,0.68726,0.140613
lh_MT-MT_2,RDI,420,2920.0,0.466074,0.042681,0.463226,0.072324
lh_MT-MT_3,QA,1061,4664.0,0.17216,0.046008,0.159292,0.05131
lh_MT-MT_3,QIR,1061,4664.0,0.230748,0.080098,0.206735,0.092869
lh_MT-MT_3,FA,1061,4664.0,0.282915,0.072907,0.274186,0.111306
lh_MT-MT_3,AD,1061,4664.0,0.000994,8.9e-05,0.000975,0.000149
lh_MT-MT_3,RD,1061,4664.0,0.647033,0.081146,0.625008,0.122012
lh_MT-MT_3,MD,1061,4664.0,0.000778,6.1e-05,0.000777,8.1e-05
lh_MT-MT_3,ISO,1061,4664.0,0.821508,0.076175,0.825808,0.117527
lh_MT-MT_3,RDI,1061,4664.0,0.521861,0.033005,0.520929,0.056189
lh_MT-ST_0,QA,1139,5688.0,0.196018,0.06286,0.197065,0.116214
lh_MT-ST_0,QIR,1139,5688.0,0.268187,0.101576,0.266473,0.191849
lh_MT-ST_0,FA,1139,5688.0,0.301758,0.099454,0.310822,0.174238
lh_MT-ST_0,AD,1139,5688.0,0.001122,0.000107,0.001118,0.000139
lh_MT-ST_0,RD,1139,5688.0,0.72919,0.174691,0.661106,0.208283
lh_MT-ST_0,MD,1139,5688.0,0.000875,0.000146,0.000808,0.000161
lh_MT-ST_0,ISO,1139,5688.0,0.797213,0.076792,0.784575,0.130284
lh_MT-ST_0,RDI,1139,5688.0,0.513681,0.031332,0.509523,0.048096
lh_MT-ST_1,QA,718,4344.0,0.181202,0.049802,0.175861,0.082504
lh_MT-ST_1,QIR,718,4344.0,0.249397,0.084603,0.237784,0.142416
lh_MT-ST_1,FA,718,4344.0,0.306911,0.074557,0.301405,0.11498
lh_MT-ST_1,AD,718,4344.0,0.00101,0.0001,0.001012,0.000164
lh_MT-ST_1,RD,718,4344.0,0.621983,0.074962,0.606544,0.07028
lh_MT-ST_1,MD,718,4344.0,0.000779,6.5e-05,0.000766,8.3e-05
lh_MT-ST_1,ISO,718,4344.0,0.798531,0.067892,0.810815,0.084733
lh_MT-ST_1,RDI,718,4344.0,0.51194,0.029641,0.514913,0.029345
lh_MT-ST_2,QA,416,2928.0,0.215902,0.044095,0.21727,0.04907
lh_MT-ST_2,QIR,416,2928.0,0.319365,0.075077,0.322086,0.083757
lh_MT-ST_2,FA,416,2928.0,0.423096,0.087236,0.431636,0.116694
lh_MT-ST_2,AD,416,2928.0,0.001042,7.4e-05,0.00105,9.5e-05
lh_MT-ST_2,RD,416,2928.0,0.508993,0.066124,0.501648,0.104528
lh_MT-ST_2,MD,416,2928.0,0.000712,3.8e-05,0.000705,4.4e-05
lh_MT-ST_2,ISO,416,2928.0,0.713766,0.0474,0.70686,0.069633
lh_MT-ST_2,RDI,416,2928.0,0.468175,0.019895,0.464985,0.030153
lh_Op-Op_0,QA,1706,7320.0,0.170333,0.043274,0.171222,0.045086
lh_Op-Op_0,QIR,1706,7320.0,0.230491,0.071645,0.237004,0.084117
lh_Op-Op_0,FA,1706,7320.0,0.306599,0.102218,0.328295,0.157924
lh_Op-Op_0,AD,1706,7320.0,0.001139,0.000164,0.001102,0.000142
lh_Op-Op_0,RD,1706,7320.0,0.737839,0.176731,0.699801,0.184308
lh_Op-Op_0,MD,1706,7320.0,0.0009,0.00017,0.000846,0.000152
lh_Op-Op_0,ISO,1706,7320.0,0.786452,0.081035,0.756872,0.100932
lh_Op-Op_0,RDI,1706,7320.0,0.499271,0.04019,0.490186,0.041839
lh_Op-Op_1,QA,829,3712.0,0.185015,0.028566,0.193023,0.040569
lh_Op-Op_1,QIR,829,3712.0,0.254817,0.04458,0.266946,0.056921
lh_Op-Op_1,FA,829,3712.0,0.358683,0.07095,0.378373,0.077846
lh_Op-Op_1,AD,829,3712.0,0.00109,9.8e-05,0.00108,0.00011
lh_Op-Op_1,RD,829,3712.0,0.637855,0.124771,0.618554,0.119494
lh_Op-Op_1,MD,829,3712.0,0.000815,0.000106,0.000799,9.9e-05
lh_Op-Op_1,ISO,829,3712.0,0.763802,0.037851,0.757286,0.037795
lh_Op-Op_1,RDI,829,3712.0,0.490786,0.018573,0.489922,0.016948
lh_Op-PrC_0,QA,2603,6432.0,0.237952,0.047538,0.225271,0.073192
lh_Op-PrC_0,QIR,2603,6432.0,0.329884,0.074544,0.30978,0.112027
lh_Op-PrC_0,FA,2603,6432.0,0.369153,0.069191,0.371102,0.089748
lh_Op-PrC_0,AD,2603,6432.0,0.001197,7.8e-05,0.001198,9.3e-05
lh_Op-PrC_0,RD,2603,6432.0,0.684249,0.109926,0.677849,0.143732
lh_Op-PrC_0,MD,2603,6432.0,0.000884,9.2e-05,0.000876,0.000108
lh_Op-PrC_0,ISO,2603,6432.0,0.76888,0.041516,0.768913,0.040902
lh_Op-PrC_0,RDI,2603,6432.0,0.505227,0.015705,0.50486,0.01231
lh_Op-RMF_1,QA,59,696.0,0.195857,0.019691,0.197965,0.038146
lh_Op-RMF_1,QIR,59,696.0,0.296862,0.03638,0.293969,0.07015
lh_Op-RMF_1,FA,59,696.0,0.363873,0.05068,0.367445,0.091284
lh_Op-RMF_1,AD,59,696.0,0.001253,9e-05,0.001267,0.000128
lh_Op-RMF_1,RD,59,696.0,0.770071,0.090499,0.802515,0.126034
lh_Op-RMF_1,MD,59,696.0,0.000968,8.5e-05,0.001004,0.000127
lh_Op-RMF_1,ISO,59,696.0,0.693755,0.03784,0.692516,0.053488
lh_Op-RMF_1,RDI,59,696.0,0.456216,0.018026,0.45488,0.02586
lh_Op-SF_0,QA,2578,10503.999,0.244476,0.014749,0.244656,0.017475
lh_Op-SF_0,QIR,2578,10503.999,0.339672,0.024933,0.34106,0.027917
lh_Op-SF_0,FA,2578,10503.999,0.374348,0.026019,0.373568,0.031808
lh_Op-SF_0,AD,2578,10503.999,0.001177,4.1e-05,0.001178,4.5e-05
lh_Op-SF_0,RD,2578,10503.999,0.66219,0.052094,0.661525,0.076835
lh_Op-SF_0,MD,2578,10503.999,0.000852,4.4e-05,0.000849,5.2e-05
lh_Op-SF_0,ISO,2578,10503.999,0.748658,0.016203,0.746642,0.01659
lh_Op-SF_0,RDI,2578,10503.999,0.496682,0.007766,0.49606,0.008107
lh_Op-Tr_0,QA,285,2592.0,0.144545,0.029843,0.141103,0.052426
lh_Op-Tr_0,QIR,285,2592.0,0.198027,0.051216,0.199988,0.090621
lh_Op-Tr_0,FA,285,2592.0,0.257043,0.072685,0.257929,0.134328
lh_Op-Tr_0,AD,285,2592.0,0.001095,0.000131,0.001086,0.000149
lh_Op-Tr_0,RD,285,2592.0,0.744803,0.12583,0.734017,0.166424
lh_Op-Tr_0,MD,285,2592.0,0.000894,0.000127,0.000866,0.000165
lh_Op-Tr_0,ISO,285,2592.0,0.773866,0.066521,0.752859,0.086368
lh_Op-Tr_0,RDI,285,2592.0,0.48527,0.033424,0.475522,0.032832
lh_Or-RMF_0,QA,40,992.0,0.12741,0.032411,0.114954,0.01064
lh_Or-RMF_0,QIR,40,992.0,0.156577,0.05306,0.136949,0.015061
lh_Or-RMF_0,FA,40,992.0,0.215265,0.056675,0.199712,0.020821
lh_Or-RMF_0,AD,40,992.0,0.001032,4.2e-05,0.001034,3.2e-05
lh_Or-RMF_0,RD,40,992.0,0.703379,0.062699,0.71726,0.100425
lh_Or-RMF_0,MD,40,992.0,0.000862,4.7e-05,0.000872,6.6e-05
lh_Or-RMF_0,ISO,40,992.0,0.830329,0.043612,0.831611,0.050053
lh_Or-RMF_0,RDI,40,992.0,0.512756,0.020599,0.51099,0.033665
lh_Or-Tr_0,QA,506,2880.0,0.202706,0.034685,0.211614,0.043308
lh_Or-Tr_0,QIR,506,2880.0,0.292868,0.056436,0.308237,0.077946
lh_Or-Tr_0,FA,506,2880.0,0.365304,0.060511,0.377352,0.062196
lh_Or-Tr_0,AD,506,2880.0,0.001095,8e-05,0.001095,0.000103
lh_Or-Tr_0,RD,506,2880.0,0.602238,0.090001,0.590392,0.110834
lh_Or-Tr_0,MD,506,2880.0,0.000815,7.9e-05,0.000803,0.000101
lh_Or-Tr_0,ISO,506,2880.0,0.724495,0.032719,0.717271,0.04802
lh_Or-Tr_0,RDI,506,2880.0,0.474955,0.012848,0.475698,0.01824
lh_PeCa-SP_0,QA,377,2744.0,0.186377,0.079739,0.162797,0.048316
lh_PeCa-SP_0,QIR,377,2744.0,0.228774,0.115642,0.195016,0.065955
lh_PeCa-SP_0,FA,377,2744.0,0.27355,0.083456,0.257746,0.086298
lh_PeCa-SP_0,AD,377,2744.0,0.001108,0.000127,0.001053,0.000182
lh_PeCa-SP_0,RD,377,2744.0,0.746612,0.15731,0.705286,0.229911
lh_PeCa-SP_0,MD,377,2744.0,0.000879,0.000138,0.00083,0.000179
lh_PeCa-SP_0,ISO,377,2744.0,0.844668,0.034604,0.847309,0.040439
lh_PeCa-SP_0,RDI,377,2744.0,0.535001,0.017862,0.533502,0.030811
lh_PoC-PoC_0,QA,1397,5128.0,0.190457,0.040825,0.190083,0.050777
lh_PoC-PoC_0,QIR,1397,5128.0,0.255253,0.058895,0.254782,0.071224
lh_PoC-PoC_0,FA,1397,5128.0,0.311022,0.068827,0.311728,0.085327
lh_PoC-PoC_0,AD,1397,5128.0,0.001169,0.000143,0.001154,0.000194
lh_PoC-PoC_0,RD,1397,5128.0,0.751035,0.166226,0.713918,0.217687
lh_PoC-PoC_0,MD,1397,5128.0,0.000915,0.000154,0.000882,0.000201
lh_PoC-PoC_0,ISO,1397,5128.0,0.775324,0.032784,0.774965,0.036193
lh_PoC-PoC_0,RDI,1397,5128.0,0.498127,0.018781,0.498449,0.02478
lh_PoC-PoC_1,QA,2330,6152.0,0.21028,0.050726,0.21615,0.082426
lh_PoC-PoC_1,QIR,2330,6152.0,0.271569,0.069246,0.278858,0.111718
lh_PoC-PoC_1,FA,2330,6152.0,0.30533,0.084896,0.327094,0.114204
lh_PoC-PoC_1,AD,2330,6152.0,0.001133,0.000158,0.00109,0.000159
lh_PoC-PoC_1,RD,2330,6152.0,0.749075,0.232024,0.654343,0.279425
lh_PoC-PoC_1,MD,2330,6152.0,0.000893,0.000203,0.000807,0.000236
lh_PoC-PoC_1,ISO,2330,6152.0,0.80863,0.026273,0.806617,0.033537
lh_PoC-PoC_1,RDI,2330,6152.0,0.523945,0.017598,0.52726,0.022886
lh_PoC-PoC_2,QA,1416,6072.0,0.207216,0.067945,0.214162,0.106742
lh_PoC-PoC_2,QIR,1416,6072.0,0.264999,0.093063,0.272168,0.148505
lh_PoC-PoC_2,FA,1416,6072.0,0.290292,0.100979,0.304364,0.160361
lh_PoC-PoC_2,AD,1416,6072.0,0.001147,0.000238,0.001067,0.000148
lh_PoC-PoC_2,RD,1416,6072.0,0.776406,0.312822,0.649088,0.311435
lh_PoC-PoC_2,MD,1416,6072.0,0.000912,0.000281,0.000787,0.000242
lh_PoC-PoC_2,ISO,1416,6072.0,0.823409,0.049144,0.827339,0.060997
lh_PoC-PoC_2,RDI,1416,6072.0,0.52982,0.032097,0.533042,0.031277
lh_PoC-PoC_3,QA,1943,5424.0,0.257054,0.071353,0.278307,0.091489
lh_PoC-PoC_3,QIR,1943,5424.0,0.335787,0.102882,0.362116,0.141574
lh_PoC-PoC_3,FA,1943,5424.0,0.370644,0.101605,0.405481,0.103287
lh_PoC-PoC_3,AD,1943,5424.0,0.001183,0.000146,0.001154,8.3e-05
lh_PoC-PoC_3,RD,1943,5424.0,0.69287,0.237204,0.601084,0.127467
lh_PoC-PoC_3,MD,1943,5424.0,0.00086,0.000198,0.000787,8.7e-05
lh_PoC-PoC_3,ISO,1943,5424.0,0.802106,0.03076,0.796015,0.0426
lh_PoC-PoC_3,RDI,1943,5424.0,0.531203,0.02085,0.538595,0.024784
lh_PoC-PoC_4,QA,2114,6024.0,0.212073,0.046865,0.21957,0.051825
lh_PoC-PoC_4,QIR,2114,6024.0,0.271886,0.066767,0.282629,0.078317
lh_PoC-PoC_4,FA,2114,6024.0,0.330725,0.076185,0.340228,0.087056
lh_PoC-PoC_4,AD,2114,6024.0,0.001133,0.000158,0.001129,0.000265
lh_PoC-PoC_4,RD,2114,6024.0,0.734772,0.183253,0.709812,0.212485
lh_PoC-PoC_4,MD,2114,6024.0,0.000869,0.000167,0.000856,0.000221
lh_PoC-PoC_4,ISO,2114,6024.0,0.819338,0.028985,0.821936,0.039381
lh_PoC-PoC_4,RDI,2114,6024.0,0.531115,0.012356,0.532943,0.013268
lh_PoC-PrC_2,QA,2240,7912.0,0.239809,0.047141,0.251639,0.055404
lh_PoC-PrC_2,QIR,2240,7912.0,0.294584,0.061246,0.306458,0.067937
lh_PoC-PrC_2,FA,2240,7912.0,0.349339,0.067038,0.368432,0.080024
lh_PoC-PrC_2,AD,2240,7912.0,0.001131,0.000135,0.00111,0.000121
lh_PoC-PrC_2,RD,2240,7912.0,0.693296,0.179733,0.626772,0.178067
lh_PoC-PrC_2,MD,2240,7912.0,0.000847,0.000158,0.000794,0.000152
lh_PoC-PrC_2,ISO,2240,7912.0,0.830634,0.020018,0.832927,0.021859
lh_PoC-PrC_2,RDI,2240,7912.0,0.54337,0.018211,0.549118,0.020717
lh_PoC-PrC_3,QA,1911,6016.0,0.280431,0.047609,0.278068,0.06447
lh_PoC-PrC_3,QIR,1911,6016.0,0.351987,0.069835,0.348032,0.093876
lh_PoC-PrC_3,FA,1911,6016.0,0.410019,0.067925,0.410973,0.090748
lh_PoC-PrC_3,AD,1911,6016.0,0.001149,6.7e-05,0.00114,9.4e-05
lh_PoC-PrC_3,RD,1911,6016.0,0.610951,0.104378,0.596369,0.135249
lh_PoC-PrC_3,MD,1911,6016.0,0.000804,8e-05,0.000787,9.8e-05
lh_PoC-PrC_3,ISO,1911,6016.0,0.823556,0.027501,0.826656,0.040789
lh_PoC-PrC_3,RDI,1911,6016.0,0.54871,0.010971,0.548971,0.01542
lh_PoC-PrC_4,QA,75,2008.0,0.160139,0.039557,0.161922,0.037952
lh_PoC-PrC_4,QIR,75,2008.0,0.213903,0.056979,0.206933,0.045277
lh_PoC-PrC_4,FA,75,2008.0,0.259843,0.065356,0.262295,0.079502
lh_PoC-PrC_4,AD,75,2008.0,0.001299,0.000167,0.001292,0.000261
lh_PoC-PrC_4,RD,75,2008.0,0.904393,0.232419,0.809595,0.429793
lh_PoC-PrC_4,MD,75,2008.0,0.001078,0.000193,0.001062,0.000355
lh_PoC-PrC_4,ISO,75,2008.0,0.779171,0.038226,0.779419,0.058784
lh_PoC-PrC_4,RDI,75,2008.0,0.489338,0.02507,0.493984,0.044662
lh_PoC-PrC_5,QA,944,9031.999,0.225594,0.066581,0.21666,0.081819
lh_PoC-PrC_5,QIR,944,9031.999,0.29973,0.090144,0.294085,0.101663
lh_PoC-PrC_5,FA,944,9031.999,0.367049,0.107388,0.355278,0.130514
lh_PoC-PrC_5,AD,944,9031.999,0.001186,0.000106,0.001179,7.9e-05
lh_PoC-PrC_5,RD,944,9031.999,0.690698,0.176793,0.670846,0.188348
lh_PoC-PrC_5,MD,944,9031.999,0.000875,0.000142,0.000852,0.000161
lh_PoC-PrC_5,ISO,944,9031.999,0.781273,0.037069,0.776929,0.036203
lh_PoC-PrC_5,RDI,944,9031.999,0.509613,0.023501,0.505947,0.036061
lh_PoC-SM_0,QA,987,5112.0,0.147002,0.027714,0.145656,0.027127
lh_PoC-SM_0,QIR,987,5112.0,0.192108,0.039841,0.190218,0.034546
lh_PoC-SM_0,FA,987,5112.0,0.244934,0.054564,0.249545,0.079933
lh_PoC-SM_0,AD,987,5112.0,0.001194,0.000175,0.00118,0.000188
lh_PoC-SM_0,RD,987,5112.0,0.859342,0.201293,0.8392,0.247515
lh_PoC-SM_0,MD,987,5112.0,0.00099,0.000189,0.000971,0.000218
lh_PoC-SM_0,ISO,987,5112.0,0.805691,0.030122,0.806425,0.037172
lh_PoC-SM_0,RDI,987,5112.0,0.501529,0.018728,0.502408,0.023513
lh_PoC-SM_1,QA,1788,6744.0,0.251209,0.046501,0.253998,0.047798
lh_PoC-SM_1,QIR,1788,6744.0,0.34419,0.070269,0.347967,0.07882
lh_PoC-SM_1,FA,1788,6744.0,0.387987,0.069523,0.404267,0.062581
lh_PoC-SM_1,AD,1788,6744.0,0.001103,7.9e-05,0.001099,7.9e-05
lh_PoC-SM_1,RD,1788,6744.0,0.608882,0.104385,0.579014,0.074167
lh_PoC-SM_1,MD,1788,6744.0,0.000781,7.7e-05,0.000763,5.4e-05
lh_PoC-SM_1,ISO,1788,6744.0,0.777623,0.037182,0.773479,0.043354
lh_PoC-SM_1,RDI,1788,6744.0,0.519134,0.016369,0.519446,0.021129
lh_PoC-SP_0,QA,1279,5992.0,0.255321,0.080164,0.27942,0.108062
lh_PoC-SP_0,QIR,1279,5992.0,0.345263,0.11892,0.37766,0.156427
lh_PoC-SP_0,FA,1279,5992.0,0.348729,0.107857,0.381296,0.112348
lh_PoC-SP_0,AD,1279,5992.0,0.00119,0.000149,0.001156,8.3e-05
lh_PoC-SP_0,RD,1279,5992.0,0.728576,0.255337,0.632506,0.156232
lh_PoC-SP_0,MD,1279,5992.0,0.000883,0.000213,0.000802,0.000108
lh_PoC-SP_0,ISO,1279,5992.0,0.797972,0.04065,0.783884,0.049772
lh_PoC-SP_0,RDI,1279,5992.0,0.527344,0.011846,0.528106,0.010968
lh_PoCi-PoCi_0,QA,473,2592.0,0.253823,0.026543,0.258687,0.031728
lh_PoCi-PoCi_0,QIR,473,2592.0,0.375172,0.051801,0.385025,0.06803
lh_PoCi-PoCi_0,FA,473,2592.0,0.484819,0.079722,0.493027,0.105553
lh_PoCi-PoCi_0,AD,473,2592.0,0.001197,7.3e-05,0.001203,8.9e-05
lh_PoCi-PoCi_0,RD,473,2592.0,0.543113,0.086214,0.525871,0.104558
lh_PoCi-PoCi_0,MD,473,2592.0,0.000777,5.8e-05,0.000763,6.8e-05
lh_PoCi-PoCi_0,ISO,473,2592.0,0.720528,0.060064,0.718348,0.093694
lh_PoCi-PoCi_0,RDI,473,2592.0,0.483509,0.028382,0.481413,0.046164
lh_PoCi-PrCu_0,QA,2371,9535.999,0.229539,0.040144,0.234643,0.040317
lh_PoCi-PrCu_0,QIR,2371,9535.999,0.319504,0.065806,0.329085,0.068859
lh_PoCi-PrCu_0,FA,2371,9535.999,0.355947,0.06887,0.363378,0.063754
lh_PoCi-PrCu_0,AD,2371,9535.999,0.001113,0.000111,0.001091,0.000111
lh_PoCi-PrCu_0,RD,2371,9535.999,0.655001,0.137469,0.626657,0.080831
lh_PoCi-PrCu_0,MD,2371,9535.999,0.000813,0.000119,0.000788,7.2e-05
lh_PoCi-PrCu_0,ISO,2371,9535.999,0.777602,0.049061,0.771169,0.055597
lh_PoCi-PrCu_0,RDI,2371,9535.999,0.508482,0.021974,0.508963,0.025263
lh_PrC-PrC_0,QA,4845,12879.999,0.203198,0.084947,0.20672,0.124789
lh_PrC-PrC_0,QIR,4845,12879.999,0.251955,0.104525,0.253974,0.148098
lh_PrC-PrC_0,FA,4845,12879.999,0.296044,0.134961,0.314165,0.215037
lh_PrC-PrC_0,AD,4845,12879.999,0.001311,0.000305,0.001181,0.000352
lh_PrC-PrC_0,RD,4845,12879.999,0.91954,0.4284,0.731722,0.593701
lh_PrC-PrC_0,MD,4845,12879.999,0.001048,0.000383,0.000873,0.000517
lh_PrC-PrC_0,ISO,4845,12879.999,0.816051,0.037417,0.822127,0.038215
lh_PrC-PrC_0,RDI,4845,12879.999,0.520664,0.042404,0.529322,0.048624
lh_PrC-PrC_1,QA,3795,11927.999,0.246851,0.067973,0.24987,0.085823
lh_PrC-PrC_1,QIR,3795,11927.999,0.30451,0.091579,0.30328,0.119708
lh_PrC-PrC_1,FA,3795,11927.999,0.356884,0.083666,0.375304,0.080103
lh_PrC-PrC_1,AD,3795,11927.999,0.00109,0.000176,0.001067,0.000146
lh_PrC-PrC_1,RD,3795,11927.999,0.660517,0.225696,0.593265,0.131076
lh_PrC-PrC_1,MD,3795,11927.999,0.000805,0.000203,0.000751,0.000121
lh_PrC-PrC_1,ISO,3795,11927.999,0.830792,0.026835,0.83052,0.036186
lh_PrC-PrC_1,RDI,3795,11927.999,0.546934,0.021672,0.552048,0.016651
lh_PrC-PrC_2,QA,2019,8512.0,0.285642,0.098611,0.303674,0.181965
lh_PrC-PrC_2,QIR,2019,8512.0,0.37353,0.137844,0.390815,0.243801
lh_PrC-PrC_2,FA,2019,8512.0,0.392765,0.108182,0.406641,0.160551
lh_PrC-PrC_2,AD,2019,8512.0,0.001159,0.000115,0.001146,9.6e-05
lh_PrC-PrC_2,RD,2019,8512.0,0.653442,0.195181,0.592314,0.180246
lh_PrC-PrC_2,MD,2019,8512.0,0.000835,0.000159,0.000777,0.00014
lh_PrC-PrC_2,ISO,2019,8512.0,0.796123,0.04086,0.79086,0.074363
lh_PrC-PrC_2,RDI,2019,8512.0,0.537204,0.022747,0.541181,0.034147
lh_PrC-PrC_3,QA,1984,6440.0,0.219333,0.059208,0.230233,0.082492
lh_PrC-PrC_3,QIR,1984,6440.0,0.293027,0.087288,0.312497,0.134275
lh_PrC-PrC_3,FA,1984,6440.0,0.33899,0.071369,0.358602,0.11463
lh_PrC-PrC_3,AD,1984,6440.0,0.001215,0.000116,0.0012,0.00019
lh_PrC-PrC_3,RD,1984,6440.0,0.735728,0.134496,0.724434,0.125933
lh_PrC-PrC_3,MD,1984,6440.0,0.000927,0.000117,0.000919,0.000129
lh_PrC-PrC_3,ISO,1984,6440.0,0.782909,0.038106,0.775775,0.060714
lh_PrC-PrC_3,RDI,1984,6440.0,0.509192,0.020012,0.512834,0.031801
lh_PrCu-PrCu_0,QA,419,3992.0,0.193137,0.056351,0.197981,0.088379
lh_PrCu-PrCu_0,QIR,419,3992.0,0.256923,0.089146,0.258167,0.151051
lh_PrCu-PrCu_0,FA,419,3992.0,0.280924,0.096074,0.306411,0.144045
lh_PrCu-PrCu_0,AD,419,3992.0,0.001135,0.000197,0.001104,0.000145
lh_PrCu-PrCu_0,RD,419,3992.0,0.774769,0.262208,0.651966,0.104939
lh_PrCu-PrCu_0,MD,419,3992.0,0.000893,0.000237,0.000798,0.0001
lh_PrCu-PrCu_0,ISO,419,3992.0,0.806162,0.052668,0.797634,0.086422
lh_PrCu-PrCu_0,RDI,419,3992.0,0.513732,0.023985,0.507415,0.034678
lh_PrCu-SP_0,QA,3200,8488.0,0.189157,0.056672,0.185394,0.083564
lh_PrCu-SP_0,QIR,3200,8488.0,0.252763,0.083683,0.25272,0.122058
lh_PrCu-SP_0,FA,3200,8488.0,0.29718,0.083677,0.290475,0.112158
lh_PrCu-SP_0,AD,3200,8488.0,0.001118,0.000106,0.001107,0.000113
lh_PrCu-SP_0,RD,3200,8488.0,0.744763,0.148345,0.731992,0.199655
lh_PrCu-SP_0,MD,3200,8488.0,0.000877,0.000122,0.000859,0.000148
lh_PrCu-SP_0,ISO,3200,8488.0,0.797349,0.041568,0.795561,0.056576
lh_PrCu-SP_0,RDI,3200,8488.0,0.507312,0.021712,0.505575,0.027775
lh_RMF-In_0,QA,15,1216.0,0.15189,0.026426,0.141066,0.030042
lh_RMF-In_0,QIR,15,1216.0,0.205431,0.04399,0.187173,0.048381
lh_RMF-In_0,FA,15,1216.0,0.295804,0.034724,0.282394,0.035869
lh_RMF-In_0,AD,15,1216.0,0.001043,2.8e-05,0.001034,2.4e-05
lh_RMF-In_0,RD,15,1216.0,0.635153,0.032073,0.648368,0.041594
lh_RMF-In_0,MD,15,1216.0,0.000818,1.8e-05,0.000819,2e-05
lh_RMF-In_0,ISO,15,1216.0,0.765604,0.016731,0.774347,0.020328
lh_RMF-In_0,RDI,15,1216.0,0.483165,0.006743,0.485667,0.006157
lh_RMF-RMF_0,QA,4377,10855.999,0.191011,0.042518,0.196329,0.052951
lh_RMF-RMF_0,QIR,4377,10855.999,0.247814,0.064969,0.251843,0.078262
lh_RMF-RMF_0,FA,4377,10855.999,0.297628,0.070972,0.308142,0.089936
lh_RMF-RMF_0,AD,4377,10855.999,0.001081,9.8e-05,0.001073,8e-05
lh_RMF-RMF_0,RD,4377,10855.999,0.709132,0.138741,0.682367,0.134246
lh_RMF-RMF_0,MD,4377,10855.999,0.00084,0.000116,0.000819,9.6e-05
lh_RMF-RMF_0,ISO,4377,10855.999,0.825457,0.048183,0.821142,0.060789
lh_RMF-RMF_0,RDI,4377,10855.999,0.526189,0.020185,0.524306,0.024863
lh_RMF-RMF_1,QA,5888,12535.999,0.195788,0.032251,0.195374,0.037981
lh_RMF-RMF_1,QIR,5888,12535.999,0.268312,0.051169,0.266297,0.058379
lh_RMF-RMF_1,FA,5888,12535.999,0.332898,0.059493,0.336173,0.069631
lh_RMF-RMF_1,AD,5888,12535.999,0.001056,6.1e-05,0.001053,6e-05
lh_RMF-RMF_1,RD,5888,12535.999,0.622079,0.090902,0.607907,0.098295
lh_RMF-RMF_1,MD,5888,12535.999,0.000798,7.1e-05,0.000785,7.1e-05
lh_RMF-RMF_1,ISO,5888,12535.999,0.77972,0.035153,0.776948,0.042105
lh_RMF-RMF_1,RDI,5888,12535.999,0.501091,0.015515,0.500349,0.018439
lh_RMF-RMF_2,QA,3130,9511.999,0.18015,0.030009,0.185572,0.034578
lh_RMF-RMF_2,QIR,3130,9511.999,0.250825,0.050642,0.25956,0.053304
lh_RMF-RMF_2,FA,3130,9511.999,0.369711,0.062905,0.383838,0.059486
lh_RMF-RMF_2,AD,3130,9511.999,0.001092,7.4e-05,0.001096,8.9e-05
lh_RMF-RMF_2,RD,3130,9511.999,0.601673,0.087036,0.584855,0.089994
lh_RMF-RMF_2,MD,3130,9511.999,0.000812,7.5e-05,0.000803,8.2e-05
lh_RMF-RMF_2,ISO,3130,9511.999,0.762147,0.04317,0.749139,0.037789
lh_RMF-RMF_2,RDI,3130,9511.999,0.486911,0.020264,0.482861,0.021334
lh_RMF-SF_0,QA,2071,9351.999,0.24256,0.023711,0.245123,0.028975
lh_RMF-SF_0,QIR,2071,9351.999,0.335446,0.038838,0.340858,0.047887
lh_RMF-SF_0,FA,2071,9351.999,0.353071,0.029625,0.354804,0.035623
lh_RMF-SF_0,AD,2071,9351.999,0.001124,6.2e-05,0.001133,5.7e-05
lh_RMF-SF_0,RD,2071,9351.999,0.658249,0.064704,0.652252,0.054507
lh_RMF-SF_0,MD,2071,9351.999,0.000823,5.8e-05,0.000822,4.6e-05
